Unnamed: 0,Unnamed: 1,Unnamed: 2,trans-splice site 1,Unnamed: 4,Unnamed: 5,Unnamed: 6,trans-splice site 2,Unnamed: 8,Unnamed: 9,Unnamed: 10,trans-splice site 3,Unnamed: 12,Unnamed: 13,Unnamed: 14,trans-splice site 4,Unnamed: 16,Unnamed: 17,Unnamed: 18,trans-splice site 5,Unnamed: 20,Unnamed: 21,Unnamed: 22,trans-splice site 6,Unnamed: 24,Unnamed: 25,Unnamed: 26,trans-splice site 7,Unnamed: 28,Unnamed: 29,Unnamed: 30,trans-splice site 8,Unnamed: 32,Unnamed: 33,Unnamed: 34,trans-splice site 9,Unnamed: 36,Unnamed: 37,Unnamed: 38,trans-splice site 10,Unnamed: 40,Unnamed: 41,Unnamed: 42,trans-splice site 11,Unnamed: 44,Unnamed: 45,Unnamed: 46,trans-splice site 12,Unnamed: 48,Unnamed: 49,Unnamed: 50
T10B10.3,X,-,15181383,154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26H9A.2,IV,+,12653373,128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C35C5.6,X,+,11563911,113,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13H7.2,IV,-,6850846,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T10B10.8,X,-,15166140,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0261.2,I,+,5245746,57,80,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T20B5.1,X,+,9336750,1,0,1,9338412,10,0,0,9338582,49,0,0,9338606,230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13.3,IV,-,10832220,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0261.1,I,+,5263697,19,67,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R13.4,IV,+,10812381,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0261.4,I,+,5244434,272,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0261.8,I,-,5272038,353,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05H10.5,II,+,8062666,608,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.1,I,+,3611944,52,60,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.1,X,+,6122271,6,0,0,6122279,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.29,I,-,3600731,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.28,I,+,3439104,175,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.5,X,+,6093258,165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.4,X,+,6101175,446,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.7,X,-,6109296,650,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.6,X,-,6091743,12567,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.9,X,-,6128233,6020,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.22,I,-,3562853,1120,78,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.21,I,-,3559825,0,1,2,3559809,261,69,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.20,I,-,3546906,473,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.25,I,-,3608310,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47G6A.24,I,-,3605705,177,38,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F28B12.1,II,+,5940827,3,2,4,5942928,53,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T20H4.3,III,+,7238956,804,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F28B12.3,II,+,5921931,118,44,133,5921935,28,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F28B12.2,II,+,5936404,362,0,0,5937016,9,0,0,5938500,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18E3.12,V,+,7414840,3,0,0,7414904,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18E3.13,V,+,7416083,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02E9.3,V,-,11366027,77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02E9.2,V,-,11346818,1150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02E9.5,V,+,11342039,1269,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y105E8B.3,I,+,14652101,351,19,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10B2.4,II,-,6360855,980,82,464,6360835,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08H2.8,X,+,13251885,258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y119D3B.16,III,-,1201998,510,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01B10.2,X,+,8499945,40,0,0,8499959,3971,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01B10.4,X,-,8476114,271,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01B10.5,X,+,8495245,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y119D3B.17,III,-,1222062,1091,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08H2.1,X,-,13226597,994,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08H2.2,X,-,13234899,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08H2.3,X,+,13237325,224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K08H2.6,X,+,13245333,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y39B6A.41,V,-,18977770,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y119D3B.15,III,-,1196282,168,712,1870,1196271,36,103,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y39B6A.47,V,+,19087517,107,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y39B6A.46,V,-,18960015,0,1,2,18959966,0,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y39B6A.49,V,+,19094720,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C46F11.1,III,+,3644366,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R01H10.8,III,+,10271151,286,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y69A2AR.18,IV,+,2495740,5268,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R01H10.5,III,-,10258631,2,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R01H10.6,III,-,10261674,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C46F11.2,III,+,3651302,31,0,0,3651308,953,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R01H10.3,III,+,10249024,84,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C25G4.3,IV,-,12445854,10,84,223,12445846,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03B1.6,X,+,6350239,2,0,0,6350261,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03B1.7,X,+,6341776,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03B1.5,X,+,6355541,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C44E12.3,X,-,7608094,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C44E12.1,X,+,7596870,321,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C27D9.1,II,+,4753432,339,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5F2A.2,IV,-,11066998,4080,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5F2A.1,IV,-,11064177,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5F2A.4,IV,-,11078554,0,28,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y119D3B.19,III,-,1258413,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y45G12C.16,V,+,2529967,365,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K10D6.2,V,-,11195808,1048,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C43F9.7,IV,-,10593575,273,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52F12.1,I,-,9891532,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52F12.2,I,-,9895846,0,1,0,9895487,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52F12.3,I,-,9900805,399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52F12.4,I,+,9901062,4,0,0,9901267,1297,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52F12.6,I,-,9910533,145,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T22H2.5,I,-,11690818,395,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03C11.6,III,-,10423894,3,11,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y65A5A.3,IV,+,16416040,120,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y65A5A.2,IV,+,16411980,539,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y110A2AM.3,II,-,2900345,39,107,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y37E11C.1,IV,+,3516818,426,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16C4.17,II,+,1864713,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F55A4.10,X,+,1004334,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R08C7.10,IV,-,4445767,26,0,0,4445737,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R08C7.12,IV,+,4457652,146,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H22K11.4,X,-,6789705,8,0,0,6789101,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C55A6.10,V,+,11505161,126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C55A6.12,V,-,11502932,392,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H34C03.1,IV,+,6762700,2,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H34C03.2,IV,+,6757295,452,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17B7.4,V,+,3339138,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T08D2.8,X,+,194038,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C13D9.9,V,-,5000294,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T08D2.4,X,+,177377,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T08D2.2,X,+,164061,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T08D2.1,X,-,163137,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T27F7.1,II,+,4994203,310,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T27F7.3,II,-,4993566,2998,6,18,4993456,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T27F7.2,II,+,4969155,47,0,1,4972841,1,0,0,4983465,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05E12.6,V,-,17089283,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18E3.6,V,-,7430531,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18E3.7,V,-,7435109,7,0,0,7435089,25,0,0,7434841,399,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F56E10.1,V,+,104656,331,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48B4.9,III,-,9563228,14,16,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C24D10.6,IV,-,5160238,836,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F56E10.4,V,-,103892,73868,22,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C24D10.4,IV,+,5160512,950,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F52D2.7,X,+,1962567,115,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47H10A.1,I,-,12084111,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T24B1.1,I,+,7676662,453,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48B4.2,III,-,9595562,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48B4.3,III,-,9582281,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48B4.4,III,-,9579981,206,0,2,9579082,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47H10A.4,I,-,12094577,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48B4.6,III,-,9558461,45,47,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y47H10A.6,I,+,12078039,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.8,II,-,6977763,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.7,II,-,6973828,15,0,1,6973820,752,0,1,6973789,1,0,0,6973434,5519,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.6,II,-,6972583,0,1,0,6972192,4,0,0,6972168,588,377,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.5,II,-,6969900,18,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.4,II,-,6967581,278,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.3,II,-,6965620,4,15,46,6959354,20,0,0,6957038,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15F1.2,II,+,6979886,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y48G1C.10,I,+,81203,21,70,122,81223,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y40D12A.1,III,+,6615354,146,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y48G1C.12,I,+,47463,482,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y48G1C.13,I,-,95365,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50F4.12,V,-,9539539,15,36,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34F6.1,X,-,11196766,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50F4.11,V,-,9544027,342,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C49A9.5,IV,+,6213806,131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C49A9.6,IV,+,6210920,73,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C49A9.3,IV,+,6222383,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F39B2.10,I,+,14757048,1280,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC155.5,III,-,5217563,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15A11.6,I,-,7404490,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC155.1,III,+,5225582,5722,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C49A9.8,IV,-,6209443,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC155.3,III,-,5206870,280,26,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F54B8.11,V,-,15833898,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07G12.8,IV,+,10553328,45,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07G12.5,IV,-,10545026,6,0,0,10542248,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07G12.6,IV,+,10547060,127,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07G12.1,IV,+,10529465,118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07G12.3,IV,+,10533909,2,0,0,10533917,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y111B2A.9,III,-,12575256,259,0,0,12562979,106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15D4.1,II,+,13199744,0,1,4,13200066,33,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10B5.9,II,+,8157284,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15D4.2,II,+,13215993,158,495,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15D4.5,II,+,13245273,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10B5.3,II,-,8149953,49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10B5.2,II,+,8144685,6,63,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10B5.1,II,+,8143804,87463,35,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08C3.1,III,+,7814304,8,0,0,7814310,114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10B5.5,II,+,8158272,130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10B5.4,II,-,8156866,74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T19A6.4,I,+,8401379,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T19A6.2,I,+,8394720,1616,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T19A6.3,I,+,8398910,43,205,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K11E4.5,X,+,13747237,202,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K11E4.4,X,+,13727220,164,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R12H7.5,X,-,13223467,77,344,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y111B2A.1,III,-,12495518,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R12H7.1,X,+,13212311,107,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R12H7.3,X,-,13224652,1,0,0,13224633,792,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F01G10.10,IV,+,10246131,37,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y54G11A.13,II,-,14310674,756,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01C10.1,X,+,7431419,371,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y54G11A.11,II,+,14350048,1566,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y54G11A.10,II,-,14348687,8,71,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01C10.4,X,+,7433581,7,46,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y54G11A.14,II,+,14317890,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T10B5.5,V,+,1872074,4398,54,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T10B5.6,V,+,1869041,878,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15H9.11,X,-,6103355,67,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T10B5.3,V,-,1868399,2075,1,4,1868392,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10H1.1,II,+,7494596,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK816.5,X,-,3362481,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZK816.1,X,+,3359063,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10H1.2,II,-,7499412,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23D12.5,X,+,14448136,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F53A10.2,II,+,1197380,103,1,1,1224323,3,0,0,1224329,128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34E11.3,X,+,11826004,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34E11.2,X,-,11811461,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34E11.1,X,+,11798426,437,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02A10.2,X,-,710006,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23H11.9,III,-,909889,73,313,686,909831,1,0,1,909762,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F26G1.10,II,+,4774461,8,0,0,4774471,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03A8.1,X,+,6818391,1435,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03A8.2,X,+,6809049,141,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03A8.3,X,+,6800641,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03A8.4,X,-,6823221,722,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23H11.8,III,-,926301,63,0,0,925562,4,0,0,925131,6,0,0,924042,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y110A2AL.13,II,-,2889053,1,0,0,2889002,193,163,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y110A2AL.12,II,-,2884907,19,33,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y110A2AL.10,II,-,2871909,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50B6.3,V,+,13313386,335,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
