chr	source	feature	start	end	score	strand	frame	gene_name	gene_id	gene_version	gene_source	gene_biotype	transcript_id	transcript_source	transcript_biotype	exon_number	exon_id
V	WormBase	gene	762734	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding					
V	WormBase	transcript	762734	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding		
V	WormBase	exon	762734	762766	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	1	C05E4.1.2.e1
V	WormBase	exon	762817	762870	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	2	C05E4.1.1.e1
V	WormBase	CDS	762854	762870	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	2	
V	WormBase	start_codon	762854	762856	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	2	
V	WormBase	exon	763285	763533	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	3	C05E4.1.1.e2
V	WormBase	CDS	763285	763533	.	+	1	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	3	
V	WormBase	exon	763585	763687	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	4	C05E4.1.1.e3
V	WormBase	CDS	763585	763687	.	+	1	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	4	
V	WormBase	exon	763730	763918	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	5	C05E4.1.1.e4
V	WormBase	CDS	763730	763918	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	5	
V	WormBase	exon	763977	764123	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	6	C05E4.1.1.e5
V	WormBase	CDS	763977	764123	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	6	
V	WormBase	exon	764172	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	7	C05E4.1.1.e6
V	WormBase	CDS	764172	764543	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	7	
V	WormBase	stop_codon	764544	764546	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding	7	
V	WormBase	five_prime_utr	762734	762766	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding		
V	WormBase	five_prime_utr	762817	762853	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding		
V	WormBase	three_prime_utr	764547	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.2	WormBase	protein_coding		
V	WormBase	transcript	762817	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding		
V	WormBase	exon	762817	762870	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	1	C05E4.1.1.e1
V	WormBase	CDS	762854	762870	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	1	
V	WormBase	start_codon	762854	762856	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	1	
V	WormBase	exon	763285	763533	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	2	C05E4.1.1.e2
V	WormBase	CDS	763285	763533	.	+	1	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	2	
V	WormBase	exon	763585	763687	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	3	C05E4.1.1.e3
V	WormBase	CDS	763585	763687	.	+	1	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	3	
V	WormBase	exon	763730	763918	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	4	C05E4.1.1.e4
V	WormBase	CDS	763730	763918	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	4	
V	WormBase	exon	763977	764123	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	5	C05E4.1.1.e5
V	WormBase	CDS	763977	764123	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	5	
V	WormBase	exon	764172	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	6	C05E4.1.1.e6
V	WormBase	CDS	764172	764543	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	6	
V	WormBase	stop_codon	764544	764546	.	+	0	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding	6	
V	WormBase	five_prime_utr	762817	762853	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	764547	764593	.	+	.	srp-2	WBGene00005643	1	WormBase	protein_coding	C05E4.1.1	WormBase	protein_coding		
V	WormBase	gene	765032	772585	.	+	.	str-238	WBGene00006266	1	WormBase	protein_coding					
V	WormBase	transcript	765032	772585	.	+	.	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding		
V	WormBase	exon	765032	765378	.	+	.	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	1	R09E12.4.1.e1
V	WormBase	CDS	765032	765378	.	+	0	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	1	
V	WormBase	start_codon	765032	765034	.	+	0	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	1	
V	WormBase	exon	771837	771974	.	+	.	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	2	R09E12.4.1.e2
V	WormBase	CDS	771837	771974	.	+	1	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	2	
V	WormBase	exon	772019	772473	.	+	.	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	3	R09E12.4.1.e3
V	WormBase	CDS	772019	772473	.	+	1	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	3	
V	WormBase	exon	772518	772585	.	+	.	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	4	R09E12.4.1.e4
V	WormBase	CDS	772518	772582	.	+	2	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	772583	772585	.	+	0	str-238	WBGene00006266	1	WormBase	protein_coding	R09E12.4.1	WormBase	protein_coding	4	
V	WormBase	gene	773518	774854	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding					
V	WormBase	transcript	773518	774854	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding		
V	WormBase	exon	773518	773602	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	1	R09E12.3.1.e1
V	WormBase	CDS	773591	773602	.	+	0	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	1	
V	WormBase	start_codon	773591	773593	.	+	0	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	1	
V	WormBase	exon	773657	773783	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	2	R09E12.3.1.e2
V	WormBase	CDS	773657	773783	.	+	0	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	2	
V	WormBase	exon	773838	774320	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	3	R09E12.3.1.e3
V	WormBase	CDS	773838	774320	.	+	2	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	3	
V	WormBase	exon	774375	774854	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	4	R09E12.3.1.e4
V	WormBase	CDS	774375	774712	.	+	2	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	774713	774715	.	+	0	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding	4	
V	WormBase	five_prime_utr	773518	773590	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	774716	774854	.	+	.	sti-1	WBGene00019983	1	WormBase	protein_coding	R09E12.3.1	WormBase	protein_coding		
V	WormBase	gene	774995	777272	.	+	.	srbc-58	WBGene00019982	1	WormBase	protein_coding					
V	WormBase	transcript	774995	777272	.	+	.	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding		
V	WormBase	exon	774995	775169	.	+	.	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	1	R09E12.2.1.e1
V	WormBase	CDS	774995	775169	.	+	0	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	1	
V	WormBase	start_codon	774995	774997	.	+	0	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	1	
V	WormBase	exon	776101	776456	.	+	.	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	2	R09E12.2.1.e2
V	WormBase	CDS	776101	776456	.	+	2	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	2	
V	WormBase	exon	776833	776934	.	+	.	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	3	R09E12.2.1.e3
V	WormBase	CDS	776833	776934	.	+	0	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	3	
V	WormBase	exon	777030	777272	.	+	.	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	4	R09E12.2.1.e4
V	WormBase	CDS	777030	777269	.	+	0	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	777270	777272	.	+	0	srbc-58	WBGene00019982	1	WormBase	protein_coding	R09E12.2.1	WormBase	protein_coding	4	
V	WormBase	gene	777571	778235	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding					
V	WormBase	transcript	777571	778235	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding		
V	WormBase	exon	777571	777627	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	1	R09E12.9.1.e1
V	WormBase	CDS	777606	777627	.	+	0	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	1	
V	WormBase	start_codon	777606	777608	.	+	0	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	1	
V	WormBase	exon	777677	777817	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	2	R09E12.9.1.e2
V	WormBase	CDS	777677	777817	.	+	2	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	2	
V	WormBase	exon	777955	778235	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	3	R09E12.9.1.e3
V	WormBase	CDS	777955	778175	.	+	2	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	3	
V	WormBase	stop_codon	778176	778178	.	+	0	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding	3	
V	WormBase	five_prime_utr	777571	777605	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	778179	778235	.	+	.	R09E12.9	WBGene00044514	1	WormBase	protein_coding	R09E12.9.1	WormBase	protein_coding		
V	WormBase	gene	778639	780223	.	+	.	srbc-59	WBGene00019981	1	WormBase	protein_coding					
V	WormBase	transcript	778639	780223	.	+	.	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding		
V	WormBase	exon	778639	778813	.	+	.	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	1	R09E12.1.1.e1
V	WormBase	CDS	778639	778813	.	+	0	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	1	
V	WormBase	start_codon	778639	778641	.	+	0	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	1	
V	WormBase	exon	778865	779220	.	+	.	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	2	R09E12.1.1.e2
V	WormBase	CDS	778865	779220	.	+	2	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	2	
V	WormBase	exon	779803	779904	.	+	.	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	3	R09E12.1.1.e3
V	WormBase	CDS	779803	779904	.	+	0	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	3	
V	WormBase	exon	779966	780223	.	+	.	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	4	R09E12.1.1.e4
V	WormBase	CDS	779966	780220	.	+	0	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	780221	780223	.	+	0	srbc-59	WBGene00019981	1	WormBase	protein_coding	R09E12.1.1	WormBase	protein_coding	4	
V	WormBase	gene	780299	781803	.	+	.	srbc-60	WBGene00044091	1	WormBase	protein_coding					
V	WormBase	transcript	780299	781803	.	+	.	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding		
V	WormBase	exon	780299	780476	.	+	.	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	1	R09E12.8.1.e1
V	WormBase	CDS	780299	780476	.	+	0	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	1	
V	WormBase	start_codon	780299	780301	.	+	0	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	1	
V	WormBase	exon	780529	780884	.	+	.	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	2	R09E12.8.1.e2
V	WormBase	CDS	780529	780884	.	+	2	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	2	
V	WormBase	exon	781419	781514	.	+	.	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	3	R09E12.8.1.e3
V	WormBase	CDS	781419	781514	.	+	0	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	3	
V	WormBase	exon	781561	781803	.	+	.	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	4	R09E12.8.1.e4
V	WormBase	CDS	781561	781800	.	+	0	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	781801	781803	.	+	0	srbc-60	WBGene00044091	1	WormBase	protein_coding	R09E12.8.1	WormBase	protein_coding	4	
V	WormBase	gene	782732	784763	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding					
V	WormBase	transcript	782732	784763	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding		
V	WormBase	exon	782732	782964	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	1	R13D11.6a.1.e1
V	WormBase	CDS	782756	782964	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	782756	782758	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	1	
V	WormBase	exon	783076	783153	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	2	R13D11.6a.1.e2
V	WormBase	CDS	783076	783153	.	+	1	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	2	
V	WormBase	exon	783205	783433	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	3	R13D11.6a.1.e3
V	WormBase	CDS	783205	783433	.	+	1	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	3	
V	WormBase	exon	783491	783598	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	4	R13D11.6a.1.e4
V	WormBase	CDS	783491	783598	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	4	
V	WormBase	exon	783648	783843	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	5	R13D11.6a.1.e5
V	WormBase	CDS	783648	783843	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	5	
V	WormBase	exon	784548	784612	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	6	R13D11.6a.1.e6
V	WormBase	CDS	784548	784612	.	+	2	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	6	
V	WormBase	exon	784674	784763	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	7	R13D11.6a.1.e7
V	WormBase	CDS	784674	784760	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	7	
V	WormBase	stop_codon	784761	784763	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding	7	
V	WormBase	five_prime_utr	782732	782755	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6a.1	WormBase	protein_coding		
V	WormBase	transcript	784540	784763	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding		
V	WormBase	exon	784540	784612	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding	1	R13D11.6b.1.e1
V	WormBase	CDS	784580	784612	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding	1	
V	WormBase	start_codon	784580	784582	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding	1	
V	WormBase	exon	784674	784763	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding	2	R13D11.6a.1.e7
V	WormBase	CDS	784674	784760	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding	2	
V	WormBase	stop_codon	784761	784763	.	+	0	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding	2	
V	WormBase	five_prime_utr	784540	784579	.	+	.	srab-16	WBGene00020060	1	WormBase	protein_coding	R13D11.6b.1	WormBase	protein_coding		
V	WormBase	gene	787431	789888	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene					
V	WormBase	transcript	787431	789888	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene		
V	WormBase	exon	787431	787691	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene	1	R13D11.5.e1
V	WormBase	exon	787884	788037	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene	2	R13D11.5.e2
V	WormBase	exon	788092	788268	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene	3	R13D11.5.e3
V	WormBase	exon	789296	789491	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene	4	R13D11.5.e4
V	WormBase	exon	789543	789607	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene	5	R13D11.5.e5
V	WormBase	exon	789793	789888	.	+	.	srab-15	WBGene00020059	1	WormBase	pseudogene	R13D11.5	WormBase	pseudogene	6	R13D11.5.e6
V	WormBase	gene	802550	804741	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding					
V	WormBase	transcript	802550	804741	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding		
V	WormBase	exon	804393	804741	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	1	R13D11.8a.1.e1
V	WormBase	CDS	804393	804741	.	-	0	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	804739	804741	.	-	0	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	1	
V	WormBase	exon	803371	803851	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	2	R13D11.8a.1.e2
V	WormBase	CDS	803371	803851	.	-	2	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	2	
V	WormBase	exon	802967	803079	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	3	R13D11.8a.1.e3
V	WormBase	CDS	802967	803079	.	-	1	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	3	
V	WormBase	exon	802550	802901	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	4	R13D11.8a.1.e4
V	WormBase	CDS	802648	802901	.	-	2	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	802645	802647	.	-	0	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding	4	
V	WormBase	three_prime_utr	802550	802644	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8a.1	WormBase	protein_coding		
V	WormBase	transcript	802645	803079	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8b	WormBase	ncRNA		
V	WormBase	exon	802967	803079	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8b	WormBase	ncRNA	1	R13D11.8b.e1
V	WormBase	exon	802645	802901	.	-	.	nhr-270	WBGene00020062	1	WormBase	protein_coding	R13D11.8b	WormBase	ncRNA	2	R13D11.8b.e2
V	WormBase	gene	809465	809832	.	+	.	R13D11.11	WBGene00206411	1	WormBase	pseudogene					
V	WormBase	transcript	809465	809832	.	+	.	R13D11.11	WBGene00206411	1	WormBase	pseudogene	R13D11.11	WormBase	pseudogene		
V	WormBase	exon	809465	809716	.	+	.	R13D11.11	WBGene00206411	1	WormBase	pseudogene	R13D11.11	WormBase	pseudogene	1	R13D11.11.e1
V	WormBase	exon	809761	809832	.	+	.	R13D11.11	WBGene00206411	1	WormBase	pseudogene	R13D11.11	WormBase	pseudogene	2	R13D11.11.e2
V	WormBase	gene	810793	814726	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding					
V	WormBase	transcript	810793	814633	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding		
V	WormBase	exon	810793	811013	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	1	R13D11.4c.1.e1
V	WormBase	exon	811436	811616	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	2	R13D11.4c.1.e2
V	WormBase	exon	813669	813836	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	3	R13D11.4c.1.e3
V	WormBase	CDS	813726	813836	.	+	0	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	3	
V	WormBase	start_codon	813726	813728	.	+	0	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	3	
V	WormBase	exon	814526	814633	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	4	R13D11.4c.1.e4
V	WormBase	CDS	814526	814630	.	+	0	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	4	
V	WormBase	stop_codon	814631	814633	.	+	0	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding	4	
V	WormBase	five_prime_utr	810793	811013	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding		
V	WormBase	five_prime_utr	811436	811616	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding		
V	WormBase	five_prime_utr	813669	813725	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4c.1	WormBase	protein_coding		
V	WormBase	transcript	810795	814726	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4a.1	WormBase	protein_coding		
V	WormBase	exon	810795	811013	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4a.1	WormBase	protein_coding	1	R13D11.4a.1.e1
V	WormBase	CDS	810812	811013	.	+	0	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	810812	810814	.	+	0	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4a.1	WormBase	protein_coding	1	
V	WormBase	exon	811436	811643	.	+	.	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4a.1	WormBase	protein_coding	2	R13D11.4a.1.e2
V	WormBase	CDS	811436	811643	.	+	2	R13D11.4	WBGene00020058	1	WormBase	protein_coding	R13D11.4a.1	WormBase	protein_coding	2	
