,chr,source,feature,start,end,score,strand,frame,gene_name,gene_id,gene_version,gene_source,gene_biotype,transcript_id,transcript_source,transcript_biotype,exon_number,exon_id
2409,V,WormBase,exon,248913,249280,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3b.1,WormBase,protein_coding,8.0,R02C2.3a.1.e8
2411,V,WormBase,exon,248304,248530,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3b.1,WormBase,protein_coding,9.0,R02C2.3a.1.e9
2413,V,WormBase,exon,248131,248242,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3b.1,WormBase,protein_coding,10.0,R02C2.3a.1.e10
2415,V,WormBase,exon,247965,248080,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3b.1,WormBase,protein_coding,11.0,R02C2.3a.1.e11
2417,V,WormBase,exon,246909,247122,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3b.1,WormBase,protein_coding,12.0,R02C2.3a.1.e12
2419,V,WormBase,exon,246618,246854,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3b.1,WormBase,protein_coding,13.0,R02C2.3a.1.e13
2425,V,WormBase,exon,246909,247092,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3c.1,WormBase,protein_coding,1.0,R02C2.3c.1.e1
2428,V,WormBase,exon,246618,246854,.,-,.,oac-39,WBGene00006419,1,WormBase,protein_coding,R02C2.3c.1,WormBase,protein_coding,2.0,R02C2.3a.1.e13
2435,V,WormBase,exon,254509,254691,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,1.0,R02C2.5.1.e1
2438,V,WormBase,exon,253617,253780,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,2.0,R02C2.5.1.e2
2440,V,WormBase,exon,253134,253335,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,3.0,R02C2.5.1.e3
2442,V,WormBase,exon,252899,252973,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,4.0,R02C2.5.1.e4
2444,V,WormBase,exon,252717,252845,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,5.0,R02C2.5.1.e5
2446,V,WormBase,exon,252490,252670,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,6.0,R02C2.5.1.e6
2448,V,WormBase,exon,252364,252440,.,-,.,str-121,WBGene00006172,1,WormBase,protein_coding,R02C2.5.1,WormBase,protein_coding,7.0,R02C2.5.1.e7
2453,V,WormBase,exon,257789,257980,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,1.0,R02C2.4a.1.e1
2456,V,WormBase,exon,257631,257739,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,2.0,R02C2.4a.1.e2
2458,V,WormBase,exon,256871,257028,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,3.0,R02C2.4a.1.e3
2460,V,WormBase,exon,256620,256799,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,4.0,R02C2.4a.1.e4
2462,V,WormBase,exon,256172,256354,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,5.0,R02C2.4a.1.e5
2464,V,WormBase,exon,256000,256121,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,6.0,R02C2.4a.1.e6
2466,V,WormBase,exon,255822,255949,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,7.0,R02C2.4a.1.e7
2468,V,WormBase,exon,254912,255230,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4a.1,WormBase,protein_coding,8.0,R02C2.4a.1.e8
2473,V,WormBase,exon,257789,257992,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,1.0,R02C2.4b.1.e1
2476,V,WormBase,exon,257631,257739,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,2.0,R02C2.4a.1.e2
2478,V,WormBase,exon,256871,257028,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,3.0,R02C2.4a.1.e3
2480,V,WormBase,exon,256620,256799,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,4.0,R02C2.4a.1.e4
2482,V,WormBase,exon,256172,256354,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,5.0,R02C2.4a.1.e5
2484,V,WormBase,exon,255997,256121,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,6.0,R02C2.4b.1.e6
2486,V,WormBase,exon,255822,255949,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,7.0,R02C2.4a.1.e7
2488,V,WormBase,exon,254912,255230,.,-,.,nhr-204,WBGene00019816,1,WormBase,protein_coding,R02C2.4b.1,WormBase,protein_coding,8.0,R02C2.4a.1.e8
2495,V,WormBase,exon,268238,268369,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,1.0,Y58G8A.1.1.e1
2498,V,WormBase,exon,268422,268591,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,2.0,Y58G8A.1.1.e2
2500,V,WormBase,exon,269104,269255,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,3.0,Y58G8A.1.1.e3
2502,V,WormBase,exon,269302,269443,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,4.0,Y58G8A.1.1.e4
2504,V,WormBase,exon,269497,269641,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,5.0,Y58G8A.1.1.e5
2506,V,WormBase,exon,270091,270257,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,6.0,Y58G8A.1.1.e6
2508,V,WormBase,exon,270317,270470,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,7.0,Y58G8A.1.1.e7
2510,V,WormBase,exon,270518,270707,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,8.0,Y58G8A.1.1.e8
2512,V,WormBase,exon,270955,271419,.,+,.,lgc-26,WBGene00021981,1,WormBase,protein_coding,Y58G8A.1.1,WormBase,protein_coding,9.0,Y58G8A.1.1.e9
2519,V,WormBase,exon,272773,272937,.,-,.,nlp-70,WBGene00044513,1,WormBase,protein_coding,Y58G8A.5.1,WormBase,protein_coding,1.0,Y58G8A.5.1.e1
2522,V,WormBase,exon,271984,272170,.,-,.,nlp-70,WBGene00044513,1,WormBase,protein_coding,Y58G8A.5.1,WormBase,protein_coding,2.0,Y58G8A.5.1.e2
2529,V,WormBase,exon,281556,281716,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,1.0,Y58G8A.4a.1.e1
2532,V,WormBase,exon,280580,280771,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,2.0,Y58G8A.4a.1.e2
2534,V,WormBase,exon,280239,280395,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,3.0,Y58G8A.4a.1.e3
2536,V,WormBase,exon,279371,279577,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,4.0,Y58G8A.4a.1.e4
2538,V,WormBase,exon,279046,279274,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,5.0,Y58G8A.4a.1.e5
2540,V,WormBase,exon,278175,278332,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,6.0,Y58G8A.4a.1.e6
2542,V,WormBase,exon,276989,277369,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4a.1,WormBase,protein_coding,7.0,Y58G8A.4a.1.e7
2548,V,WormBase,exon,281556,281716,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,1.0,Y58G8A.4a.1.e1
2551,V,WormBase,exon,280580,280771,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,2.0,Y58G8A.4a.1.e2
2553,V,WormBase,exon,280239,280395,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,3.0,Y58G8A.4a.1.e3
2555,V,WormBase,exon,279371,279577,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,4.0,Y58G8A.4a.1.e4
2557,V,WormBase,exon,279046,279274,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,5.0,Y58G8A.4a.1.e5
2559,V,WormBase,exon,278175,278332,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,6.0,Y58G8A.4a.1.e6
2561,V,WormBase,exon,277967,278040,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,7.0,Y58G8A.4b.1.e7
2563,V,WormBase,exon,276989,277369,.,-,.,npr-5,WBGene00021983,1,WormBase,protein_coding,Y58G8A.4b.1,WormBase,protein_coding,8.0,Y58G8A.4b.1.e8
2570,V,WormBase,exon,297949,298208,.,+,.,F33E11.2,WBGene00018010,1,WormBase,protein_coding,F33E11.2a.1,WormBase,protein_coding,1.0,F33E11.2a.1.e1
2573,V,WormBase,exon,298363,298940,.,+,.,F33E11.2,WBGene00018010,1,WormBase,protein_coding,F33E11.2a.1,WormBase,protein_coding,2.0,F33E11.2a.1.e2
2575,V,WormBase,exon,299826,300005,.,+,.,F33E11.2,WBGene00018010,1,WormBase,protein_coding,F33E11.2a.1,WormBase,protein_coding,3.0,F33E11.2a.1.e3
2580,V,WormBase,exon,297949,298208,.,+,.,F33E11.2,WBGene00018010,1,WormBase,protein_coding,F33E11.2b.1,WormBase,protein_coding,1.0,F33E11.2b.1.e1
2583,V,WormBase,exon,298363,298940,.,+,.,F33E11.2,WBGene00018010,1,WormBase,protein_coding,F33E11.2b.1,WormBase,protein_coding,2.0,F33E11.2a.1.e2
2585,V,WormBase,exon,299826,300005,.,+,.,F33E11.2,WBGene00018010,1,WormBase,protein_coding,F33E11.2b.1,WormBase,protein_coding,3.0,F33E11.2a.1.e3
2592,V,WormBase,exon,304622,304713,.,-,.,F33E11.3,WBGene00018011,1,WormBase,protein_coding,F33E11.3.1,WormBase,protein_coding,1.0,F33E11.3.1.e1
2595,V,WormBase,exon,303135,303827,.,-,.,F33E11.3,WBGene00018011,1,WormBase,protein_coding,F33E11.3.1,WormBase,protein_coding,2.0,F33E11.3.1.e2
2597,V,WormBase,exon,301275,302216,.,-,.,F33E11.3,WBGene00018011,1,WormBase,protein_coding,F33E11.3.1,WormBase,protein_coding,3.0,F33E11.3.1.e3
2599,V,WormBase,exon,300467,300685,.,-,.,F33E11.3,WBGene00018011,1,WormBase,protein_coding,F33E11.3.1,WormBase,protein_coding,4.0,F33E11.3.1.e4
2601,V,WormBase,exon,300015,300384,.,-,.,F33E11.3,WBGene00018011,1,WormBase,protein_coding,F33E11.3.1,WormBase,protein_coding,5.0,F33E11.3.1.e5
2608,V,WormBase,exon,311368,311565,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.2,WormBase,protein_coding,1.0,F33E11.6a.2.e1
2611,V,WormBase,exon,311116,311317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.2,WormBase,protein_coding,2.0,F33E11.6a.1.e2
2613,V,WormBase,exon,310115,310389,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.2,WormBase,protein_coding,3.0,F33E11.6a.1.e3
2615,V,WormBase,exon,308573,308887,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.2,WormBase,protein_coding,4.0,F33E11.6a.1.e4
2617,V,WormBase,exon,306376,306455,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.2,WormBase,protein_coding,5.0,F33E11.6b.1.e5
2619,V,WormBase,exon,305457,306317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.2,WormBase,protein_coding,6.0,F33E11.6b.2.e6
2625,V,WormBase,exon,311368,311535,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.1,WormBase,protein_coding,1.0,F33E11.6a.1.e1
2628,V,WormBase,exon,311116,311317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.1,WormBase,protein_coding,2.0,F33E11.6a.1.e2
2630,V,WormBase,exon,310115,310389,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.1,WormBase,protein_coding,3.0,F33E11.6a.1.e3
2632,V,WormBase,exon,308573,308887,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.1,WormBase,protein_coding,4.0,F33E11.6a.1.e4
2634,V,WormBase,exon,306376,306455,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.1,WormBase,protein_coding,5.0,F33E11.6b.1.e5
2636,V,WormBase,exon,305700,306317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6b.1,WormBase,protein_coding,6.0,F33E11.6b.1.e6
2641,V,WormBase,exon,306376,306458,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6c.1,WormBase,protein_coding,1.0,F33E11.6c.1.e1
2644,V,WormBase,exon,305700,306317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6c.1,WormBase,protein_coding,2.0,F33E11.6b.1.e6
2650,V,WormBase,exon,311368,311535,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.1,WormBase,protein_coding,1.0,F33E11.6a.1.e1
2653,V,WormBase,exon,311116,311317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.1,WormBase,protein_coding,2.0,F33E11.6a.1.e2
2655,V,WormBase,exon,310115,310389,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.1,WormBase,protein_coding,3.0,F33E11.6a.1.e3
2657,V,WormBase,exon,308573,308887,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.1,WormBase,protein_coding,4.0,F33E11.6a.1.e4
2659,V,WormBase,exon,307419,307579,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.1,WormBase,protein_coding,5.0,F33E11.6a.1.e5
2664,V,WormBase,exon,311368,311565,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.2,WormBase,protein_coding,1.0,F33E11.6a.2.e1
2667,V,WormBase,exon,311116,311317,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.2,WormBase,protein_coding,2.0,F33E11.6a.1.e2
2669,V,WormBase,exon,310115,310389,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.2,WormBase,protein_coding,3.0,F33E11.6a.1.e3
2671,V,WormBase,exon,308573,308887,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.2,WormBase,protein_coding,4.0,F33E11.6a.1.e4
2673,V,WormBase,exon,307419,307579,.,-,.,phf-10,WBGene00018013,1,WormBase,protein_coding,F33E11.6a.2,WormBase,protein_coding,5.0,F33E11.6a.1.e5
2680,V,WormBase,exon,318954,319050,.,+,.,F33E11.7,WBGene00219932,1,WormBase,snoRNA,F33E11.7,WormBase,snoRNA,1.0,F33E11.7.e1
2683,V,WormBase,exon,320204,320494,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1a.1,WormBase,protein_coding,1.0,F33E11.1a.1.e1
2686,V,WormBase,exon,321203,321314,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1a.1,WormBase,protein_coding,2.0,F33E11.1a.1.e2
2688,V,WormBase,exon,321889,322253,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1a.1,WormBase,protein_coding,3.0,F33E11.1a.1.e3
2690,V,WormBase,exon,322305,322426,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1a.1,WormBase,protein_coding,4.0,F33E11.1a.1.e4
2692,V,WormBase,exon,322479,322603,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1a.1,WormBase,protein_coding,5.0,F33E11.1a.1.e5
2694,V,WormBase,exon,323375,323647,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1a.1,WormBase,protein_coding,6.0,F33E11.1a.1.e6
2700,V,WormBase,exon,320357,320947,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1b,WormBase,ncRNA,1.0,F33E11.1b.e1
2701,V,WormBase,exon,321203,321314,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1b,WormBase,ncRNA,2.0,F33E11.1b.e2
2702,V,WormBase,exon,321889,322253,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1b,WormBase,ncRNA,3.0,F33E11.1b.e3
2703,V,WormBase,exon,322305,322426,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1b,WormBase,ncRNA,4.0,F33E11.1b.e4
2704,V,WormBase,exon,322479,322603,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1b,WormBase,ncRNA,5.0,F33E11.1b.e5
2705,V,WormBase,exon,323375,323628,.,+,.,nhr-15,WBGene00003614,1,WormBase,protein_coding,F33E11.1b,WormBase,ncRNA,6.0,F33E11.1b.e6
2708,V,WormBase,exon,330590,330725,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,1.0,Y39D8C.1.1.e1
2711,V,WormBase,exon,330049,330253,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,2.0,Y39D8C.1.1.e2
2713,V,WormBase,exon,329720,329962,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,3.0,Y39D8C.1.1.e3
2715,V,WormBase,exon,329464,329570,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,4.0,Y39D8C.1.1.e4
2717,V,WormBase,exon,328475,329413,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,5.0,Y39D8C.1.1.e5
2719,V,WormBase,exon,327676,328426,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,6.0,Y39D8C.1.1.e6
2721,V,WormBase,exon,327464,327628,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,7.0,Y39D8C.1.1.e7
2723,V,WormBase,exon,326858,327419,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,8.0,Y39D8C.1.1.e8
2725,V,WormBase,exon,326624,326811,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,9.0,Y39D8C.1.1.e9
2727,V,WormBase,exon,326478,326578,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,10.0,Y39D8C.1.1.e10
2729,V,WormBase,exon,326285,326381,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,11.0,Y39D8C.1.1.e11
2731,V,WormBase,exon,325757,326229,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,12.0,Y39D8C.1.1.e12
2733,V,WormBase,exon,325302,325708,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,13.0,Y39D8C.1.1.e13
2735,V,WormBase,exon,324937,325243,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,14.0,Y39D8C.1.1.e14
2737,V,WormBase,exon,324397,324682,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,15.0,Y39D8C.1.1.e15
2739,V,WormBase,exon,323774,324352,.,-,.,abt-4,WBGene00000022,1,WormBase,protein_coding,Y39D8C.1.1,WormBase,protein_coding,16.0,Y39D8C.1.1.e16
2746,V,WormBase,exon,325972,326002,.,+,.,Y39D8C.2,WBGene00044750,1,WormBase,ncRNA,Y39D8C.2,WormBase,ncRNA,1.0,Y39D8C.2.e1
2749,V,WormBase,exon,336303,336450,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.1,WormBase,protein_coding,1.0,T22H9.4.1.e1
2752,V,WormBase,exon,335974,336146,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.1,WormBase,protein_coding,2.0,T22H9.4.1.e2
2754,V,WormBase,exon,335406,335924,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.1,WormBase,protein_coding,3.0,T22H9.4.1.e3
2756,V,WormBase,exon,334646,335134,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.1,WormBase,protein_coding,4.0,T22H9.4.1.e4
2762,V,WormBase,exon,336303,336861,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.2,WormBase,protein_coding,1.0,T22H9.4.2.e1
2765,V,WormBase,exon,335974,336146,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.2,WormBase,protein_coding,2.0,T22H9.4.1.e2
2767,V,WormBase,exon,335406,335924,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.2,WormBase,protein_coding,3.0,T22H9.4.1.e3
2769,V,WormBase,exon,334646,335134,.,-,.,dmd-8,WBGene00020708,1,WormBase,protein_coding,T22H9.4.2,WormBase,protein_coding,4.0,T22H9.4.1.e4
2776,V,WormBase,exon,343428,343603,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,1.0,T22H9.3.1.e1
2779,V,WormBase,exon,343660,343864,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,2.0,T22H9.3.1.e2
2781,V,WormBase,exon,344305,345138,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,3.0,T22H9.3.1.e3
2783,V,WormBase,exon,345187,345705,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,4.0,T22H9.3.1.e4
2785,V,WormBase,exon,345791,346736,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,5.0,T22H9.3.1.e5
2787,V,WormBase,exon,347055,347245,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,6.0,T22H9.3.1.e6
2789,V,WormBase,exon,347295,347623,.,+,.,wago-10,WBGene00020707,1,WormBase,protein_coding,T22H9.3.1,WormBase,protein_coding,7.0,T22H9.3.1.e7
2796,V,WormBase,exon,349374,349417,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,1.0,T22H9.2a.1.e1
2799,V,WormBase,exon,349473,349603,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,2.0,T22H9.2a.1.e2
2801,V,WormBase,exon,349708,349765,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,3.0,T22H9.2a.1.e3
2803,V,WormBase,exon,350338,350544,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,4.0,T22H9.2a.1.e4
2805,V,WormBase,exon,351903,352331,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,5.0,T22H9.2a.1.e5
2807,V,WormBase,exon,353163,353354,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,6.0,T22H9.2a.1.e6
2809,V,WormBase,exon,353413,353555,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,7.0,T22H9.2a.1.e7
2811,V,WormBase,exon,354725,355587,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,8.0,T22H9.2a.1.e8
2813,V,WormBase,exon,356996,357259,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,9.0,T22H9.2a.1.e9
2815,V,WormBase,exon,357613,357691,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,10.0,T22H9.2a.1.e10
2817,V,WormBase,exon,358469,359016,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2a.1,WormBase,protein_coding,11.0,T22H9.2a.1.e11
2823,V,WormBase,exon,357642,357691,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2b.1,WormBase,protein_coding,1.0,T22H9.2b.1.e1
2826,V,WormBase,exon,358469,358835,.,+,.,atg-9,WBGene00020706,1,WormBase,protein_coding,T22H9.2b.1,WormBase,protein_coding,2.0,T22H9.2b.1.e2
2831,V,WormBase,exon,359766,359846,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1a.1,WormBase,protein_coding,1.0,T22H9.1a.1.e1
2834,V,WormBase,exon,360149,360346,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1a.1,WormBase,protein_coding,2.0,T22H9.1a.1.e2
2836,V,WormBase,exon,360993,361130,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1a.1,WormBase,protein_coding,3.0,T22H9.1a.1.e3
2838,V,WormBase,exon,361185,361687,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1a.1,WormBase,protein_coding,4.0,T22H9.1a.1.e4
2840,V,WormBase,exon,362820,362991,.,+,.,T22H9.1,WBGene00020705,1,WormBase,protein_coding,T22H9.1a.1,WormBase,protein_coding,5.0,T22H9.1a.1.e5
